70 	 97785 	 0.007067567127071004
42 	 158157 	 0.0114310498963662
72 	 98108 	 0.007090912468197394
64 	 112331 	 0.008118902520335564
39 	 144683 	 0.010457195016066003
38 	 141955 	 0.010260024456955202
105 	 71590 	 0.005174281644700242
80 	 85843 	 0.006204439994775848
56 	 132510 	 0.009577371989652594
154 	 78028 	 0.0056395983820739
162 	 85795 	 0.00620097071807595
175 	 58162 	 0.004203751487904114
97 	 73600 	 0.005319557606508421
108 	 67308 	 0.0048647932524302825
145 	 88737 	 0.006413608469140459
176 	 54132 	 0.003912476798308612
142 	 80233 	 0.005798968280475409
191 	 16159 	 0.0011679175457006735
85 	 86627 	 0.006261104847540828
122 	 59700 	 0.00431491289549664
69 	 97373 	 0.007037789168730223
44 	 139055 	 0.010050422323003105
187 	 22611 	 0.0016342461554451346
43 	 149025 	 0.010771020004210834
86 	 81760 	 0.0059093346454908765
179 	 43039 	 0.0031107124976428794
152 	 76348 	 0.005518173697577513
45 	 136781 	 0.009886065339345494
94 	 83840 	 0.0060596699691530705
81 	 86577 	 0.006257491017645103
41 	 158852 	 0.011481282131916789
55 	 137937 	 0.009969617086534675
155 	 83577 	 0.006040661223901553
137 	 76008 	 0.005493599654286577
73 	 99115 	 0.007163695002297312
111 	 63327 	 0.004577060116132592
151 	 76129 	 0.005502345122634233
133 	 63785 	 0.00461016279797744
92 	 77704 	 0.005616180764349597
354 	 635 	 4.5895639675718035e-05
36 	 142371 	 0.01029009152168764
146 	 86780 	 0.00627216316702175
321 	 1048 	 7.574587461441338e-05
58 	 124764 	 0.009017517462206748
118 	 57737 	 0.004173033933790444
100 	 70842 	 0.005120218749460184
74 	 96753 	 0.0069929776780232236
46 	 140462 	 0.01015211549626883
167 	 92626 	 0.006694692158430013
65 	 107049 	 0.007737137530151086
53 	 158272 	 0.011439361705126369
60 	 123745 	 0.008943867608931856
164 	 90195 	 0.006518987748899824
169 	 85997 	 0.006215570590854683
166 	 95072 	 0.006871480716928921
93 	 82412 	 0.005956458987331141
102 	 73450 	 0.005308716116821243
87 	 76995 	 0.005564936656428205
57 	 127682 	 0.009228420574921308
131 	 57899 	 0.004184742742652596
82 	 89725 	 0.006485017747880001
37 	 140687 	 0.010168377730799595
66 	 102109 	 0.007380091136453375
62 	 119668 	 0.008649195919234371
40 	 153581 	 0.011100312184309373
130 	 58591 	 0.004234758148409442
174 	 59650 	 0.004311299065600915
48 	 148468 	 0.010730761939172448
182 	 31684 	 0.0022900117283235436
150 	 77267 	 0.005584595891060953
75 	 91129 	 0.006586494091351982
172 	 65539 	 0.0047369359507195025
71 	 96376 	 0.0069657294006094505
114 	 64786 	 0.004682511672489871
77 	 85856 	 0.006205379590548736
165 	 92636 	 0.006695414924409159
138 	 73379 	 0.005303584478369313
140 	 70551 	 0.00509918625946706
139 	 68332 	 0.004938804488694748
52 	 160866 	 0.011626847200116626
158 	 79782 	 0.0057663715348159625
127 	 65513 	 0.004735056759173725
47 	 143001 	 0.010335625778373787
88 	 75264 	 0.0054398258654381765
50 	 157795 	 0.011404885767921145
116 	 61948 	 0.004477390687608474
157 	 80818 	 0.005841250090255401
147 	 82963 	 0.005996283392782039
124 	 67875 	 0.004905774083447814
132 	 62468 	 0.004514974518524022
59 	 123974 	 0.00896041894985428
51 	 160374 	 0.011591287113942684
159 	 80769 	 0.00583770853695759
104 	 72266 	 0.005223140624890456
54 	 147226 	 0.010640994404562619
35 	 144247 	 0.010425682419375274
344 	 757 	 5.471338462128906e-05
128 	 59535 	 0.004302987256840745
61 	 121349 	 0.008770692880328673
163 	 85718 	 0.006195405420036533
95 	 84854 	 0.00613295843943839
119 	 58778 	 0.004248273872219456
183 	 29426 	 0.002126811170232565
188 	 21080 	 0.0015235906840380096
83 	 93673 	 0.006770365756446513
67 	 101534 	 0.007338532092652527
185 	 24469 	 0.0017685360743703064
126 	 67399 	 0.004871370422840504
204 	 7199 	 0.000520319228386605
76 	 89283 	 0.006453071491601785
258 	 1150 	 8.311808760169407e-05
120 	 58939 	 0.0042599104044836935
49 	 152783 	 0.011042635459173588
121 	 57902 	 0.00418495957244634
68 	 99510 	 0.007192244258473546
199 	 9583 	 0.0006926266378148125
90 	 74569 	 0.005389593629887587
84 	 92926 	 0.006716375137804369
134 	 69425 	 0.005017802810215314
186 	 23305 	 0.001684406114397809
148 	 81370 	 0.005881146772304215
180 	 39484 	 0.002853769192056773
149 	 79346 	 0.0057348589381252335
79 	 83778 	 0.0060551888200823705
135 	 74754 	 0.005402964800501773
78 	 85112 	 0.0061516058017003356
463 	 428 	 3.09343839074131e-05
170 	 79965 	 0.005779598152234319
109 	 64976 	 0.0046962442260936295
224 	 2825 	 0.00020418138910850936
129 	 56438 	 0.004079146633099487
63 	 115527 	 0.008349898527270357
208 	 6012 	 0.0004345269066620737
141 	 75163 	 0.005432525929048811
156 	 83517 	 0.006036324628026682
89 	 74727 	 0.005401013332358081
91 	 76875 	 0.005556263464678463
101 	 71336 	 0.005155923388829955
168 	 89974 	 0.006503014620760716
110 	 64184 	 0.0046390011605453325
